,Age,SkinType,SkinConcerns,SkinTyone,Anti-Acne
45376,25-34,Combination,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45377,45-54,Dry,Blackheads,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45378,25-34,Combination,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45379,25-34,Combination,Dullness,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45380,55-120,Normal,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45381,25-34,Dry,Dark circles,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45382,18-24,Dry,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45383,25-34,Normal,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45384,25-34,Oily,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45385,25-34,Combination,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45386,25-34,Combination,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45387,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45388,55-120,Oily,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45389,18-24,Normal,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45390,25-34,Dry,Redness,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45391,35-44,Dry,Cellulite,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45392,25-34,Normal,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45393,18-24,Combination,Aging,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45394,18-24,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45395,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45396,25-34,Normal,Dark circles,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45397,25-34,Normal,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45398,18-24,Combination,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45399,35-44,Normal,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45400,25-34,Combination,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45401,18-24,Combination,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45402,18-24,Dry,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45403,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45404,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45405,18-24,Combination,Dark circles,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45406,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45407,55-120,Normal,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45408,25-34,Combination,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45409,35-44,Normal,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45410,25-34,Dry,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45411,13-17,Combination,Sensitivity,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45412,25-34,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45413,18-24,Dry,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45414,18-24,Combination,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45415,25-34,Normal,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45416,18-24,Oily,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45417,18-24,Normal,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45418,18-24,Dry,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45419,55-120,Dry,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45420,25-34,Combination,Dullness,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45421,18-24,Oily,Dark circles,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45422,18-24,Dry,Aging,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45423,18-24,Normal,Dullness,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45424,18-24,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45425,25-34,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45426,18-24,Combination,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45427,18-24,Dry,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45428,18-24,Dry,Blackheads,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45429,25-34,Oily,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45430,25-34,Combination,Acne,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45431,25-34,Combination,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45432,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45433,18-24,Normal,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45434,18-24,Dry,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45435,25-34,Combination,Dullness,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45436,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45437,25-34,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45438,18-24,Combination,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45439,18-24,Oily,Acne,Ebony,"Niacinamide,Sodium Ascorbyl Phosphate"
45440,25-34,Combination,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45441,18-24,Oily,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45442,25-34,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45443,25-34,Combination,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45444,35-44,Oily,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45445,25-34,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45446,18-24,Dry,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45447,25-34,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45448,18-24,Oily,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45449,18-24,Normal,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45450,25-34,Dry,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45451,18-24,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45452,18-24,Dry,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45453,13-17,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45454,25-34,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45455,25-34,Oily,Acne,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45456,55-120,Combination,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45457,25-34,Oily,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45458,25-34,Combination,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45459,25-34,Dry,Dark circles,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45460,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45461,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45462,25-34,Combination,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45463,18-24,Oily,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45464,18-24,Combination,Dark circles,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45465,18-24,Combination,Dark circles,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45466,18-24,Dry,Dark circles,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45467,55-120,Dry,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45468,25-34,Oily,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45469,25-34,Combination,Dark circles,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45470,18-24,Combination,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45471,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45472,55-120,Dry,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45473,18-24,Dry,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45474,13-17,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45475,25-34,Dry,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45476,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45477,18-24,Dry,Acne,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45478,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45479,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45480,25-34,Combination,Dark circles,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45481,35-44,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45482,13-17,Normal,Blackheads,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45483,18-24,Dry,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45484,13-17,Combination,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45485,18-24,Dry,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45486,18-24,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45487,18-24,Combination,Blackheads,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45488,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45489,55-120,Combination,Blackheads,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45490,25-34,Combination,Acne,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45491,25-34,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45492,18-24,Dry,Sun damage,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45493,25-34,Dry,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45494,35-44,Normal,Dark circles,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45495,55-120,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45496,35-44,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45497,25-34,Combination,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45498,25-34,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45499,25-34,Oily,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45500,18-24,Combination,Dark circles,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45501,18-24,Dry,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45502,25-34,Combination,Blackheads,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45503,18-24,Oily,Acne,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45504,25-34,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45505,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45506,18-24,Normal,Aging,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45507,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45508,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45509,35-44,Combination,Sun damage,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45510,25-34,Combination,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45511,25-34,Oily,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45512,18-24,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45513,18-24,Combination,Dark circles,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45514,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45515,25-34,Normal,Aging,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45516,25-34,Combination,Dullness,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45517,35-44,Dry,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45518,25-34,Combination,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45519,25-34,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45520,25-34,Combination,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45521,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45522,18-24,Oily,Blackheads,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45523,25-34,Oily,Blackheads,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45524,18-24,Combination,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45525,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45526,18-24,Normal,Acne,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45527,35-44,Combination,Dullness,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45528,18-24,Dry,Dark circles,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45529,25-34,Combination,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45530,18-24,Oily,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45531,18-24,Dry,Aging,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45532,13-17,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45533,25-34,Combination,Dark circles,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45534,18-24,Dry,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45535,18-24,Combination,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45536,25-34,Oily,Dark circles,Porcelain,"Niacinamide,Sodium Ascorbyl Phosphate"
45537,25-34,Dry,Dullness,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45538,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45539,18-24,Combination,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45540,18-24,Dry,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45541,18-24,Combination,Acne,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45542,18-24,Combination,Acne,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45543,55-120,Combination,Aging,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45544,25-34,Normal,Dark circles,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45545,25-34,Dry,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45546,18-24,Combination,Dark circles,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45547,25-34,Combination,Acne,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45548,18-24,Dry,Blackheads,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45549,25-34,Oily,Aging,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45550,18-24,Dry,Acne,Dark,"Niacinamide,Sodium Ascorbyl Phosphate"
45551,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45552,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45553,35-44,Combination,Dark circles,Deep,"Niacinamide,Sodium Ascorbyl Phosphate"
45554,18-24,Combination,Blackheads,Tan,"Niacinamide,Sodium Ascorbyl Phosphate"
45555,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45556,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45557,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45558,25-34,Oily,Aging,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45559,13-17,Dry,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45560,18-24,Oily,Dark circles,Olive,"Niacinamide,Sodium Ascorbyl Phosphate"
45561,18-24,Oily,Acne,Light,"Niacinamide,Sodium Ascorbyl Phosphate"
45562,25-34,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45563,25-34,Dry,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
45564,18-24,Combination,Acne,Fair,"Niacinamide,Sodium Ascorbyl Phosphate"
45565,18-24,Combination,Acne,Medium,"Niacinamide,Sodium Ascorbyl Phosphate"
